點位編號,緯度,經度,點位座標,設備車道數,車道數,電號,用電地址,收費月份,用電度數,應繳總金額,繳費狀況,繳費期限,代收截止日,饋線別,停電組別,計費期間(起),計費期間(訖),收費日期,收費戶區,戶名,通訊地址,統編,上次抄表日,本次抄表日,下次抄表日,代繳帳號,下次收費日,終契日期,停電日期,停電日數,服務所,行業別,電燈用途別,電價種類,時間種類,扣款日,本期碳排量,去年全年平均電價,當期每度平均電價,查核碼,去年下期用電日數,計費度數－經常（尖峰）度數,上期預繳餘額,去年同期用電日數,調整係數（％）,功率因數調整費,基本電費（約定）,基本電費（非約定）,經常（尖峰）需量,離峰需量,本期預繳餘額,稅前應繳總金額,平均用電度數,用電超出比例,加〈減〉收金額,停電扣減金額,電價調整金額,計費度數－週六半尖峰度數,週六半尖峰需量,去年同期應繳總金額,去年同期用電度數,營業稅,功率因數（％）,計費度數－離峰度數,經常（尖峰）契約,底度,電子帳單優惠減收金額,去年下期用電度數,流動電費,遲付費用,本期用電日數,收費區,維運站,備註,資料提供
03F2535S,23.775581,120.6259,"N23°46'32.09""  E120°37'33.24""",4,3,19-76-4480-90-0,雲林縣林內鄉林北村頂庄段７４０地號,11310,3183,12347,已繳,1131107,1131212,XM22,H,1130813,1131013,1131018,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130813,113年10月14日,113年12月12日,000100100******,113年12月18日, , ,0,　,無,B21,表燈營業用,非時間電價,113年11月05日,1572,無,3.89,355,62,3183,無,60,無,無,無,無,無,無,無,11759.0元,1270,151,無,無,無,無,無,13999元,3474,588.0元,無,無,無,40,-10.0元,2977,12357.2元,無,62,03F-253.5SN,中區員林,,phase 1
03F2535S,23.775581,120.6259,"N23°46'32.09""  E120°37'33.24""",4,3,19-76-4480-90-0,雲林縣林內鄉林北村頂庄段７４０地號,11312,2932,9179,已繳,1140107,1140211,XM22,H,1131014,1131211,1131218,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131014,113年12月12日,114年02月11日,000100100******,114年02月17日, , ,0,　,無,B21,表燈營業用,非時間電價,114年01月05日,1448,無,3.14,55,62,2932,無,62,無,無,無,無,無,無,無,8742.0元,1451,102,無,無,無,無,無,8967元,2977,437.0元,無,無,無,40,-10.0元,3103,9189.3元,無,59,03F-253.5SN,中區員林,,phase 1
01F2425S,23.677375,120.462281,"N23° 40'38.55""  E120° 27'44.21""",5,4,19-82-3702-62-0,雲林縣斗南鎮五間厝段０９５０－００００地號,11306,3872,14438,已繳,1130703,1130806,XT27,H,1130402,1130603,1130613,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130402,113年06月04日,113年08月06日,000100100******,113年08月12日, , ,0,　,無,G08,表燈營業用,非時間電價,113年07月01日,1917,無,無,254,59,3872,無,61,無,無,無,無,無,無,無,13750.0元,2153,80,無,無,無,無,無,13026元,3766,688.0元,無,無,無,40,-10.0元,3736,14447.7元,無,63,01F-242.5SN,中區員林,,phase 1
01F2425S,23.677375,120.462281,"N23° 40'38.55""  E120° 27'44.21""",5,4,19-82-3702-62-0,雲林縣斗南鎮五間厝段０９５０－００００地號,11308,3908,17984,已繳,1130901,1131004,XT27,H,1130604,1130805,1130812,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130604,113年08月06日,113年10月04日,000100100******,113年10月11日, , ,0,　,無,G08,表燈營業用,非時間電價,113年09月01日,1931,無,無,53,61,3908,無,59,無,無,無,無,無,無,無,17128.0元,3071,27,無,-1.7元,無,無,無,15855元,3736,856.0元,無,無,無,40,-10.0元,3652,17995.6元,無,63,01F-242.5SN,中區員林,,phase 1
01F2425S,23.677375,120.462281,"N23° 40'38.55""  E120° 27'44.21""",5,4,19-82-3702-62-0,雲林縣斗南鎮五間厝段０９５０－００００地號,11310,3672,16154,已繳,1131031,1131205,XT27,H,1130806,1131003,1131011,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130806,113年10月04日,113年12月05日,000100100******,113年12月11日, , ,0,　,無,G08,表燈營業用,非時間電價,113年11月01日,1814,無,4.41,855,63,3672,無,61,無,無,無,無,無,無,無,15385.0元,2700,36,無,無,無,無,無,15403元,3652,769.0元,無,無,無,40,-10.0元,4046,16164.4元,無,59,01F-242.5SN,中區員林,,phase 1
01F2425S,23.677375,120.462281,"N23° 40'38.55""  E120° 27'44.21""",5,4,19-82-3702-62-0,雲林縣斗南鎮五間厝段０９５０－００００地號,11312,3742,13550,已繳,1131231,1140205,XT27,H,1131004,1131204,1131211,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131004,113年12月05日,114年02月05日,000100100******,114年02月10日, , ,0,　,無,G08,表燈營業用,非時間電價,114年01月01日,1849,無,3.63,856,62,3742,無,63,無,無,無,無,無,無,無,12905.0元,2975,26,無,無,無,無,無,14708元,4046,645.0元,無,無,無,40,-10.0元,3652,13560.3元,無,62,01F-242.5SN,中區員林,,phase 1
01F2394S,23.702603,120.474917,"N23° 42'9.37""  E120° 28'29.70""",4,3,19-82-6329-51-1,雲林縣斗南鎮小東段００１６－００２４地號,11306,3388,11755,已繳,1130704,1130807,XW37,D,1130403,1130604,1130614,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130403,113年06月05日,113年08月07日,000100100******,113年08月13日, , ,0,　,無,G08,表燈營業用,非時間電價,113年07月01日,1677,無,無,354,61,3388,無,56,無,無,無,無,無,無,無,11195.0元,1476,130,無,無,無,無,無,9582元,3103,560.0元,無,無,無,40,-10.0元,3447,11764.9元,無,63,01F-239.4SN,中區員林,,phase 1
01F2394S,23.702603,120.474917,"N23° 42'9.37""  E120° 28'29.70""",4,3,19-82-6329-51-1,雲林縣斗南鎮小東段００１６－００２４地號,11308,3185,12867,已繳,1130902,1131007,XW37,D,1130605,1130806,1130813,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130605,113年08月07日,113年10月07日,000100100******,113年10月14日, , ,0,　,無,G08,表燈營業用,非時間電價,113年09月01日,1573,無,無,655,62,3185,無,61,無,無,無,無,無,無,無,12254.0元,1785,78,無,無,無,無,無,14046元,3447,613.0元,無,無,無,40,-10.0元,3223,12876.8元,無,63,01F-239.4SN,中區員林,,phase 1
01F2394S,23.702603,120.474917,"N23° 42'9.37""  E120° 28'29.70""",4,3,19-82-6329-51-1,雲林縣斗南鎮小東段００１６－００２４地號,11310,3190,12664,已繳,1131103,1131206,XW37,D,1130807,1131006,1131014,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130807,113年10月07日,113年12月06日,000100100******,113年12月12日, , ,0,　,無,G08,表燈營業用,非時間電價,113年11月01日,1576,無,3.98,553,60,3190,無,62,無,無,無,無,無,無,無,12061.0元,1686,89,無,無,無,無,無,12525元,3223,603.0元,無,無,無,40,-10.0元,3441,12674.0元,無,61,01F-239.4SN,中區員林,,phase 1
01F2394S,23.702603,120.474917,"N23° 42'9.37""  E120° 28'29.70""",4,3,19-82-6329-51-1,雲林縣斗南鎮小東段００１６－００２４地號,11312,3240,10759,已繳,1140101,1140206,XW37,D,1131007,1131205,1131212,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131007,113年12月06日,114年02月06日,000100100******,114年02月11日, , ,0,　,無,G08,表燈營業用,非時間電價,114年01月01日,1601,無,3.33,956,62,3240,無,60,無,無,無,無,無,無,無,10247.0元,1481,119,無,無,無,無,無,11340元,3441,512.0元,無,無,無,40,-10.0元,3146,10769.2元,無,60,01F-239.4SN,中區員林,,phase 1
01F2322S,23.766328,120.469342,"N23° 45'58.78""  E120° 28'9.63""",4,3,19-94-3806-58-3,雲林縣西螺鎮廣興里三塊厝段鹿場小段０４５７地號,11305,3378,11322,已繳,1130604,1130708,XC33,C,1130307,1130508,1130515,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130307,113年05月09日,113年07月08日,000100100******,113年07月12日, , ,0,　,無,B21,表燈營業用,非時間電價,113年06月01日,1672,無,無,654,60,3378,無,58,無,無,無,無,無,無,無,10783.0元,2039,66,無,無,無,無,無,9124元,3015,539.0元,無,無,無,40,-10.0元,3215,11332.4元,無,63,01F-232.2SN,中區員林,,Phase 1
01F2322S,23.766328,120.469342,"N23° 45'58.78""  E120° 28'9.63""",4,3,19-94-3806-58-3,雲林縣西螺鎮廣興里三塊厝段鹿場小段０４５７地號,11307,3045,11032,已繳,1130801,1130909,XC33,C,1130509,1130707,1130712,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130509,113年07月08日,113年09月09日,000100100******,113年09月13日, , ,0,　,無,B21,表燈營業用,非時間電價,113年08月01日,1507,無,無,259,62,3045,無,60,無,無,無,無,無,無,無,10507.0元,1356,125,無,無,無,無,無,11455元,3215,525.0元,無,無,無,40,-10.0元,3428,11042.0元,無,60,01F-232.2SN,中區員林,,phase 1
01F2322S,23.766328,120.469342,"N23° 45'58.78""  E120° 28'9.63""",4,3,19-94-3806-58-3,雲林縣西螺鎮廣興里三塊厝段鹿場小段０４５７地號,11309,3406,14430,已繳,1131003,1131108,XC33,C,1130708,1130908,1130913,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130708,113年09月09日,113年11月08日,000100100******,113年11月14日, , ,0,　,無,B21,表燈營業用,非時間電價,113年10月01日,1683,無,無,856,59,3406,無,62,無,無,無,無,無,無,無,13743.0元,1603,112,無,-1.7元,無,無,無,13920元,3428,687.0元,無,無,無,40,-10.0元,3127,14441.4元,無,63,01F-232.2SN,中區員林,,phase 1
01F2322S,23.766328,120.469342,"N23° 45'58.78""  E120° 28'9.63""",4,3,19-94-3806-58-3,雲林縣西螺鎮廣興里三塊厝段鹿場小段０４５７地號,11311,3332,12238,已繳,1131204,1140107,XC33,C,1130909,1131107,1131114,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130909,113年11月08日,114年01月07日,000100100******,114年01月13日, , ,0,　,無,B21,表燈營業用,非時間電價,113年12月01日,1646,無,3.68,654,64,3332,無,59,無,無,無,無,無,無,無,11655.0元,1586,110,無,無,無,無,無,10723元,3127,583.0元,無,無,無,40,-10.0元,3226,12247.5元,無,60,01F-232.2SN,中區員林,,phase 1
01F2472S,23.639556,120.443114,"N23° 38'22.40""  E120° 26'35.21""",4,3,19-96-7194-60-8,雲林縣大埤鄉蘆竹巷段１４１９地號（南下２４７Ｋ＋２００Ｍ））,11306,3321,11970,已繳,1130717,1130820,XT30,D,1130418,1130618,1130627,WZB0,遠通電收股份有限公司,台北市大安區敦化南路二段２０７號２８樓,98770235,1130418,113年06月19日,113年08月20日,000100100******,113年08月26日, , ,0,　,無,B21,表燈營業用,非時間電價,113年07月16日,1644,無,無,454,61,3321,無,56,無,無,無,無,無,無,無,11400.0元,1288,158,無,無,無,無,無,9350元,2953,570.0元,無,無,無,40,-10.0元,3036,11980.2元,無,62,01F-247.2S,中區員林,,phase 1
01F2472S,23.639556,120.443114,"N23° 38'22.40""  E120° 26'35.21""",4,3,19-96-7194-60-8,雲林縣大埤鄉蘆竹巷段１４１９地號（南下２４７Ｋ＋２００Ｍ））,11308,3477,14934,已繳,1130915,1131021,XT30,D,1130619,1130819,1130826,WZB0,遠通電收股份有限公司,台北市大安區敦化南路二段２０７號２８樓,98770235,1130619,113年08月20日,113年10月21日,000100100******,113年10月25日, , ,0,　,無,B21,表燈營業用,非時間電價,113年09月16日,1718,無,無,956,64,3477,無,61,無,無,無,無,無,無,無,14223.0元,2000,74,無,無,無,無,無,11325元,3036,711.0元,無,無,無,40,-10.0元,3248,14944.1元,無,62,01F-247.2S,中區員林,,phase 1
01F2472S,23.639556,120.443114,"N23° 38'22.40""  E120° 26'35.21""",4,3,19-96-7194-60-8,雲林縣大埤鄉蘆竹巷段１４１９地號（南下２４７Ｋ＋２００Ｍ））,11310,3280,12714,已繳,1131114,1131219,XT30,D,1130820,1131020,1131025,WZB0,遠通電收股份有限公司,台北市大安區敦化南路二段２０７號２８樓,98770235,1130820,113年10月21日,113年12月19日,000100100******,113年12月25日, , ,0,　,無,B21,表燈營業用,非時間電價,113年11月16日,1620,無,3.88,55,58,3280,無,64,無,無,無,無,無,無,無,12109.0元,2145,53,無,無,無,無,無,12130元,3248,605.0元,無,無,無,40,-10.0元,3977,12724.3元,無,62,01F-247.2S,中區員林,,phase 1
01F2472S,23.639556,120.443114,"N23° 38'22.40""  E120° 26'35.21""",4,3,19-96-7194-60-8,雲林縣大埤鄉蘆竹巷段１４１９地號（南下２４７Ｋ＋２００Ｍ））,11312,3222,10659,已繳,1140114,1140218,XT30,D,1131021,1131218,1131225,WZB0,遠通電收股份有限公司,台北市大安區敦化南路二段２０７號２８樓,98770235,1131021,113年12月19日,114年02月18日,000100100******,114年02月24日, , ,0,　,無,B21,表燈營業用,非時間電價,114年01月16日,1592,無,3.32,55,68,3222,無,58,無,無,無,無,無,無,無,10151.0元,3490,無,無,無,無,無,無,14127元,3977,508.0元,無,無,無,40,-10.0元,3527,10669.1元,無,59,01F-247.2S,中區員林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19-96-7200-18-3,雲縣大埤鄉尚義村１４鄰頂巷８０號２樓,11305,736,3429,已繳,1130609,1130619,XT28,F,1130418,1130520,1130527,WZB0,遠通電收股份有限公司  徐旭東,新北市板橋區新站路１６號１５樓,98770235,1130418,113年05月21日,113年06月19日,000100100******,113年06月27日, , ,0,　,企業總管理機構(701), ,電力需量營業用,非時間電價,113年06月05日,364,無,無,523,28,736,無,28,無,無,1039.2元,無,1,無,無,3266.0元,無,無,無,無,無,無,無,2827元,642,163.0元,無,無,6,無,-10.0元,707,2399.3元,無,33,斗南收費站,中區員林,,Phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19-96-7200-18-3,雲縣大埤鄉尚義村１４鄰頂巷８０號２樓,11306,769,3861,已繳,1130710,1130718,XT28,F,1130521,1130618,1130627,WZB0,遠通電收股份有限公司  徐旭東,新北市板橋區新站路１６號１５樓,98770235,1130521,113年06月19日,113年07月18日,000100100******,113年07月24日, , ,0,　,企業總管理機構(701), ,電力需量營業用,非時間電價,113年07月05日,381,無,無,921,30,769,無,28,無,無,1278.6元,無,1,無,無,3677.0元,無,無,無,無,無,無,無,3247元,707,184.0元,無,無,6,無,-10.0元,1416,2592.8元,無,29,斗南收費站,中區員林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19-96-7200-18-3,雲縣大埤鄉尚義村１４鄰頂巷８０號２樓,11307,841,4300,已繳,1130806,1130820,XT28,F,1130619,1130717,1130724,WZB0,遠通電收股份有限公司  徐旭東,新北市板橋區新站路１６號１５樓,98770235,1130619,113年07月18日,113年08月20日,000100100******,113年08月26日, , ,0,　,企業總管理機構(701), ,電力需量營業用,非時間電價,113年08月05日,416,無,無,327,31,841,無,30,無,無,1417.2元,無,1,無,無,4095.0元,無,無,無,無,無,無,無,5584元,1416,205.0元,無,無,6,無,-10.0元,1793,2893.0元,無,29,斗南收費站,中區員林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19-96-7200-18-3,雲縣大埤鄉尚義村１４鄰頂巷８０號２樓,11308,892,4476,已繳,1130908,1130920,XT28,F,1130718,1130819,1130826,WZB0,遠通電收股份有限公司  徐旭東,新北市板橋區新站路１６號１５樓,98770235,1130718,113年08月20日,113年09月20日,000100100******,113年09月26日, , ,0,　,企業總管理機構(701), ,電力需量營業用,非時間電價,113年09月05日,441,無,無,525,31,892,無,31,無,無,1417.2元,無,1,無,無,4263.0元,無,無,無,無,無,無,無,6697元,1793,213.0元,無,無,6,無,-10.0元,1321,3068.4元,無,33,斗南收費站,中區員林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19-96-7200-18-3,雲縣大埤鄉尚義村１４鄰頂巷８０號２樓,11309,817,4218,已繳,1131009,1131021,XT28,F,1130820,1130919,1130926,WZB0,遠通電收股份有限公司  徐旭東,新北市板橋區新站路１６號１５樓,98770235,1130820,113年09月20日,113年10月21日,000100100******,113年10月25日, , ,0,　,企業總管理機構(701), ,電力需量營業用,非時間電價,113年10月05日,404,無,無,325,33,817,無,31,無,無,1417.2元,無,1,無,無,4017.0元,無,無,無,無,無,無,無,5257元,1321,201.0元,無,無,6,無,-10.0元,853,2810.4元,無,31,斗南收費站,中區員林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19-96-7200-18-3,雲縣大埤鄉尚義村１４鄰頂巷８０號２樓,11310,857,4059,已繳,1131107,1131120,XT28,F,1130920,1131020,1131025,WZB0,遠通電收股份有限公司  徐旭東,新北市板橋區新站路１６號１５樓,98770235,1130920,113年10月21日,113年11月20日,000100100******,113年11月26日, , ,0,　,企業總管理機構(701), ,電力需量營業用,非時間電價,113年11月05日,423,無,無,626,28,857,無,33,93.8,無,1177.7元,無,2,無,無,3866.0元,無,無,無,無,-41.7元,無,無,3698元,853,193.0元,無,無,6,無,-10.0元,601,2932.8元,無,31,斗南收費站,中區員林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19-96-7200-18-3,雲縣大埤鄉尚義村１４鄰頂巷８０號２樓,11311,812,3912,已繳,1131209,1131219,XT28,F,1131021,1131119,1131126,WZB0,遠通電收股份有限公司  徐旭東,新北市板橋區新站路１６號１５樓,98770235,1131021,113年11月20日,113年12月19日,000100100******,113年12月25日, , ,0,　,企業總管理機構(701), ,電力需量營業用,非時間電價,113年12月05日,401,無,無,223,30,812,無,28,93.8,無,1039.2元,無,1,無,無,3726.0元,無,無,無,無,-259.2元,無,無,2712元,601,186.0元,無,無,6,無,-10.0元,662,3142.4元,無,30,斗南收費站,中區員林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19-96-7200-18-3,雲縣大埤鄉尚義村１４鄰頂巷８０號２樓,11312,597,3099,已繳,1140107,1140117,XT28,F,1131120,1131218,1131225,WZB0,遠通電收股份有限公司  徐旭東,新北市板橋區新站路１６號１５樓,98770235,1131120,113年12月19日,114年01月17日,000100100******,114年01月23日, , ,0,　,企業總管理機構(701), ,電力需量營業用,非時間電價,114年01月05日,295,無,無,123,34,597,無,30,0.938,無,1039.2元,無,1,無,無,2951.0元,無,無,-32.5元,無,-207.6元,無,無,2883元,662,148.0元,無,無,6,無,-10.0元,625,2310.3元,無,29,斗南收費站,中區員林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19-96-7914-80-3,雲林縣大埤鄉松竹村松竹段９１地號,11306,40,82,已繳,1130717,1130820,XT23,F,1130418,1130618,1130627,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130418,113年06月19日,113年08月20日,000100100******,113年08月26日, , ,0,　,無,B21,表燈營業用,非時間電價,113年07月16日,20,無,無,354,61,40,無,56,無,無,無,無,無,無,無,78.0元,1288,無,無,無,無,無,無,0元,40,4.0元,無,無,無,40,-10.0元,40,92.1元,無,62,01F-248.3S,中區員林,已移設,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19-96-7914-80-3,雲林縣大埤鄉松竹村松竹段９１地號,11308,40,94,已繳,1130915,1131021,XT23,F,1130619,1130819,1130826,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130619,113年08月20日,113年10月21日,000100100******,113年10月25日, , ,0,　,無,B21,表燈營業用,非時間電價,113年09月16日,20,無,無,656,64,40,無,61,無,無,無,無,無,無,無,90.0元,2000,無,無,無,無,無,無,0元,40,4.0元,無,無,無,40,-10.0元,40,104.4元,無,62,01F-248.3S,中區員林,已移設,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19-96-7914-80-3,雲林縣大埤鄉松竹村松竹段９１地號,11309,0,0,已繳,1131016,1131120,XT23,F,1130820,1130829,1130926,W700,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130820,113年08月30日,   年  月  日,000100100******,113年10月25日,113年08月30日,1130830,0,　,無,B21,表燈營業用,非時間電價,113年10月16日,0,無,無,855,64,0,無,無,無,無,無,無,無,無,無,無,545,無,無,無,無,無,無,0元,無,無,無,無,無,40,無,40,0.0元,無,10,01F-248.3S,中區員林,已移設,phase 1
01F2827S,23.347469,120.322192,"N23° 20'50.89""  E120° 19'19.89""",4,3,20-23-2980-00-1,台南市後壁區長短樹段仕安高幹４０左１４旁國一南下２８２．８２,11306,3117,10709,已繳,1130716,1130819,VE32,C,1130417,1130617,1130626,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130417,113年06月18日,113年08月19日,000100100******,113年08月23日, , ,0,　,無,B21,表燈營業用,非時間電價,113年07月16日,1543,無,無,754,59,3117,無,56,無,無,無,無,無,無,無,10199.0元,3117,無,無,無,無,無,無,9990元,3092,510.0元,無,無,無,40,-10.0元,3605,10718.7元,無,62,01F-282.7S,南區新市,,phase 1
01F2827S,23.347469,120.322192,"N23° 20'50.89""  E120° 19'19.89""",4,3,20-23-2980-00-1,台南市後壁區長短樹段仕安高幹４０左１４旁國一南下２８２．８２,11308,3293,13631,已繳,1130912,1131018,VE32,C,1130618,1130818,1130823,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130618,113年08月19日,113年10月18日,000100100******,113年10月24日, , ,0,　,無,B21,表燈營業用,非時間電價,113年09月16日,1627,無,無,856,66,3293,無,59,無,無,無,無,無,無,無,12982.0元,3293,無,無,無,無,無,無,15092元,3605,649.0元,無,無,無,40,-10.0元,3718,13641.4元,無,62,01F-282.7S,南區新市,,phase 1
01F2827S,23.347469,120.322192,"N23° 20'50.89""  E120° 19'19.89""",4,3,20-23-2980-00-1,台南市後壁區長短樹段仕安高幹４０左１４旁國一南下２８２．８２,11310,3232,12496,已繳,1131113,1131218,VE32,C,1130819,1131017,1131024,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130819,113年10月18日,113年12月18日,000100100******,113年12月24日, , ,0,　,無,B21,表燈營業用,非時間電價,113年11月16日,1597,無,3.87,255,58,3232,無,66,無,無,無,無,無,無,無,11901.0元,3232,無,無,無,無,無,無,15145元,3718,595.0元,無,無,無,40,-10.0元,3241,12505.5元,無,60,01F-282.7S,南區新市,,phase 1
01F2827S,23.347469,120.322192,"N23° 20'50.89""  E120° 19'19.89""",4,3,20-23-2980-00-1,台南市後壁區長短樹段仕安高幹４０左１４旁國一南下２８２．８２,11312,3159,10309,已繳,1140113,1140217,VE32,C,1131018,1131217,1131224,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131018,113年12月18日,114年02月17日,000100100******,114年02月21日, , ,0,　,無,B21,表燈營業用,非時間電價,114年01月16日,1561,無,3.27,455,68,3159,無,58,無,無,無,無,無,無,無,9818.0元,3159,無,無,無,無,無,無,10300元,3241,491.0元,無,無,無,40,-10.0元,3414,10318.8元,無,61,01F-282.7S,南區新市,,phase 1
01F2866S,23.320994,120.298703,"N23° 19'15.58""  E120°17'55.33""",4,3,20-23-5579-87-5,台南市新營區後鎮段２０７８－１號旁（國一南下２８６．６６Ｋ）,11306,3413,12478,已繳,1130716,1130819,VE29,D,1130417,1130617,1130626,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130417,113年06月18日,113年08月19日,000100100******,113年08月23日, , ,0,　,無,B21,表燈營業用,非時間電價,113年07月16日,1689,無,無,754,59,3413,無,56,無,無,無,無,無,無,無,11884.0元,2693,27,無,無,無,無,無,10398元,3166,594.0元,無,無,無,40,-10.0元,3440,12487.8元,無,62,01F-286.6S,南區新市,,phase 1
01F2866S,23.320994,120.298703,"N23° 19'15.58""  E120°17'55.33""",4,3,20-23-5579-87-5,台南市新營區後鎮段２０７８－１號旁（國一南下２８６．６６Ｋ）,11308,3397,14368,已繳,1130912,1131018,VE29,D,1130618,1130818,1130823,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130618,113年08月19日,113年10月18日,000100100******,113年10月24日, , ,0,　,無,B21,表燈營業用,非時間電價,113年09月16日,1678,無,無,56,66,3397,無,59,無,無,無,無,無,無,無,13684.0元,2836,20,無,無,無,無,無,14000元,3440,684.0元,無,無,無,40,-10.0元,3694,14377.7元,無,62,01F-286.6S,南區新市,,phase 1
01F2866S,23.320994,120.298703,"N23° 19'15.58""  E120°17'55.33""",4,3,20-23-5579-87-5,台南市新營區後鎮段２０７８－１號旁（國一南下２８６．６６Ｋ）,11310,3374,13440,已繳,1131113,1131218,VE29,D,1130819,1131017,1131024,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130819,113年10月18日,113年12月18日,000100100******,113年12月24日, , ,0,　,無,B21,表燈營業用,非時間電價,113年11月16日,1667,無,3.99,555,58,3374,無,66,無,無,無,無,無,無,無,12800.0元,2779,21,無,無,無,無,無,14993元,3694,640.0元,無,無,無,40,-10.0元,3269,13449.7元,無,60,01F-286.6S,南區新市,,phase 1
01F2866S,23.320994,120.298703,"N23° 19'15.58""  E120°17'55.33""",4,3,20-23-5579-87-5,台南市新營區後鎮段２０７８－１號旁（國一南下２８６．６６Ｋ）,11312,3229,10698,已繳,1140113,1140217,VE29,D,1131018,1131217,1131224,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131018,113年12月18日,114年02月17日,000100100******,114年02月21日, , ,0,　,無,B21,表燈營業用,非時間電價,114年01月16日,1595,無,3.32,855,68,3229,無,58,無,無,無,無,無,無,無,10189.0元,2189,48,無,無,無,無,無,10445元,3269,509.0元,無,無,無,40,-10.0元,3646,10708.0元,無,61,01F-286.6S,南區新市,,phase 1
03F3259S,23.244994,120.367378,"N23°14'41.98""  E120°22'2.56""",4,3,20-49-5976-10-4,台南市後潭高分２８左２右４Ｃ３旁（國三南下３２５．９公里處）,11305,3424,11639,已繳,1130612,1130716,VJ24,B,1130315,1130516,1130523,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130315,113年05月17日,113年07月16日,000100100******,113年07月22日, , ,0,　,無,G08,表燈營業用,非時間電價,113年06月16日,1695,無,無,554,58,3424,無,60,無,無,無,無,無,無,無,11085.0元,1660,106,無,無,無,無,無,8926元,2965,554.0元,無,無,無,40,-10.0元,3307,11649.0元,無,63,03F-325.9S,南區新市,,Phase 1
03F3259S,23.244994,120.367378,"N23°14'41.98""  E120°22'2.56""",4,3,20-49-5976-10-4,台南市後潭高分２８左２右４Ｃ３旁（國三南下３２５．９公里處）,11307,3240,12632,已繳,1130811,1130918,VJ24,B,1130517,1130715,1130722,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130517,113年07月16日,113年09月18日,000100100******,113年09月24日, , ,0,　,無,G08,表燈營業用,非時間電價,113年08月16日,1604,無,無,358,62,3240,無,58,無,無,無,無,無,無,無,12030.0元,1615,101,無,無,無,無,無,12393元,3307,602.0元,無,無,無,40,-10.0元,3372,12641.9元,無,60,03F-325.9S,南區新市,,phase 1
